animal_ID,exp. ID,date,water start,water end,ad lib start,ad lib end,,,,,,,,,,
LT06,Lillianne,31/08/2019,17:13,18:13,,,,,,,,,,,,
DO07,Dammy,31/08/2019,17:13,18:13,,,,,,,,,,,,
DO08,Dammy,31/08/2019,17:13,18:13,,,,,,,,,,,,
VP07,Viktor,31/08/2019,17:13,18:13,,,,,,,,,,,,
VP08,Viktor,31/08/2019,17:13,18:13,,,,,,,,,,,,
VP09,Viktor,31/08/2019,17:13,18:13,,,,,,,,,,,,
VP10,Viktor,31/08/2019,17:13,18:13,,,,,,,,,,,,
LT07,Lillianne,31/08/2019,17:13,18:13,,,,,,,,,,,,
LT08,Lillianne,31/08/2019,17:13,18:13,,,,,,,,,,,,
VP11,Viktor,31/08/2019,17:13,18:13,,,,,,,,,,,,
VP12,Viktor,31/08/2019,17:13,18:13,,,,,,,,,,,,
VP13,Viktor,31/08/2019,17:13,18:13,,,,,,,,,,,,
LT09,Lillianne,31/08/2019,17:13,18:13,,,,,,,,,,,,
LT10,Lillianne,31/08/2019,17:13,18:13,,,,,,,,,,,,
AA01,Athena,01/09/2019,16:40,17:40,,,,,,,,,,,,
AA02,Athena,01/09/2019,16:40,17:40,,,,,,,,,,,,
DO01,Dammy,01/09/2019,16:40,17:10,,,,,,,,,,,,
DO02,Dammy,01/09/2019,16:40,17:10,,,,,,,,,,,,
SC01,Sharbat,01/09/2019,16:40,17:10,,,,,,,,,,,,
SC02,Sharbat,01/09/2019,16:40,17:10,,,,,,,,,,,,
VP01,Viktor,01/09/2019,16:40,17:10,,,,,,,,,,,,
VP02,Viktor,01/09/2019,16:40,17:10,,,,,,,,,,,,
AA03,Athena,01/09/2019,16:40,17:10,,,,,,,,,,,,
AA04,Athena,01/09/2019,16:40,17:10,,,,,,,,,,,,
LT01,Lillianne,01/09/2019,16:40,17:40,,,,,,,,,,,,
LT02,Lillianne,01/09/2019,16:40,17:40,,,,,,,,,,,,
DO03,Dammy,01/09/2019,16:40,17:10,,,,,,,,,,,,
DO04,Dammy,01/09/2019,16:40,17:10,,,,,,,,,,,,
SC03,Sharbat,01/09/2019,16:40,17:10,,,,,,,,,,,,
SC04,Sharbat,01/09/2019,16:40,17:10,,,,,,,,,,,,
VP03,Viktor,01/09/2019,16:40,17:10,,,,,,,,,,,,
VP04,Viktor,01/09/2019,16:40,17:10,,,,,,,,,,,,
AA05,Athena,01/09/2019,16:40,17:10,,,,,,,,,,,,
AA06,Athena,01/09/2019,16:40,17:10,,,,,,,,,,,,
DO05,Dammy,01/09/2019,16:40,17:10,,,,,,,,,,,,
DO06,Dammy,01/09/2019,16:40,17:10,,,,,,,,,,,,
SC05,Sharbat,01/09/2019,16:40,17:10,,,,,,,,,,,,
SC06,Sharbat,01/09/2019,16:40,17:10,,,,,,,,,,,,
LT03,Lillianne,01/09/2019,16:40,17:40,,,,,,,,,,,,
LT04,Lillianne,01/09/2019,16:40,17:40,,,,,,,,,,,,
VP05,Viktor,01/09/2019,16:40,17:40,,,,,,,,,,,,
VP06,Viktor,01/09/2019,16:40,17:40,,,,,,,,,,,,
AA07,Athena,01/09/2019,16:40,17:40,,,,,,,,,,,,
AA08,Athena,01/09/2019,16:40,17:40,,,,,,,,,,,,
LT05,Lillianne,01/09/2019,16:40,17:40,,,,,,,,,,,,
LT06,Lillianne,01/09/2019,16:40,17:40,,,,,,,,,,,,
DO07,Dammy,01/09/2019,16:40,17:40,,,,,,,,,,,,
DO08,Dammy,01/09/2019,16:40,17:40,,,,,,,,,,,,
VP07,Viktor,01/09/2019,16:40,17:40,,,,,,,,,,,,
VP08,Viktor,01/09/2019,16:40,17:40,,,,,,,,,,,,
VP09,Viktor,01/09/2019,16:40,17:40,,,,,,,,,,,,
VP10,Viktor,01/09/2019,16:40,17:40,,,,,,,,,,,,
LT07,Lillianne,01/09/2019,16:40,17:40,,,,,,,,,,,,
LT08,Lillianne,01/09/2019,16:40,17:40,,,,,,,,,,,,
VP11,Viktor,01/09/2019,16:40,17:40,,,,,,,,,,,,
VP12,Viktor,01/09/2019,16:40,17:40,,,,,,,,,,,,
VP13,Viktor,01/09/2019,16:40,17:40,,,,,,,,,,,,
LT09,Lillianne,01/09/2019,16:40,17:40,,,,,,,,,,,,
LT10,Lillianne,01/09/2019,16:40,17:40,,,,,,,,,,,,
AA01,Athena,02/09/2019,14:12,15:12,,,,,,,,,,,,
AA02,Athena,02/09/2019,14:12,15:12,,,,,,,,,,,,
DO01,Dammy,02/09/2019,14:02,14:12,,,,,,,,,,,,
DO02,Dammy,02/09/2019,14:02,14:12,,,,,,,,,,,,
SC01,Sharbat,02/09/2019,14:02,14:12,,,,,,,,,,,,
SC02,Sharbat,02/09/2019,14:02,14:12,,,,,,,,,,,,
VP01,Viktor,02/09/2019,14:02,14:12,,,,,,,,,,,,
VP02,Viktor,02/09/2019,14:02,14:12,,,,,,,,,,,,
AA03,Athena,02/09/2019,14:02,14:12,,,,,,,,,,,,
AA04,Athena,02/09/2019,14:02,14:12,,,,,,,,,,,,
LT01,Lillianne,02/09/2019,14:12,15:12,,,,,,,,,,,,
LT02,Lillianne,02/09/2019,14:12,15:12,,,,,,,,,,,,
DO03,Dammy,02/09/2019,14:02,14:12,,,,,,,,,,,,
DO04,Dammy,02/09/2019,14:02,14:12,,,,,,,,,,,,
SC03,Sharbat,02/09/2019,15:15,15:25,,,,,,,,,,,,
SC04,Sharbat,02/09/2019,15:15,15:25,,,,,,,,,,,,
VP03,Viktor,02/09/2019,15:15,15:25,,,,,,,,,,,,
VP04,Viktor,02/09/2019,15:15,15:25,,,,,,,,,,,,
AA05,Athena,02/09/2019,15:15,15:25,,,,,,,,,,,,
AA06,Athena,02/09/2019,15:15,15:25,,,,,,,,,,,,
DO05,Dammy,02/09/2019,15:15,15:25,,,,,,,,,,,,
DO06,Dammy,02/09/2019,15:15,15:25,,,,,,,,,,,,
SC05,Sharbat,02/09/2019,15:15,15:25,,,,,,,,,,,,
SC06,Sharbat,02/09/2019,15:15,15:25,,,,,,,,,,,,
LT03,Lillianne,02/09/2019,15:26,16:26,,,,,,,,,,,,
LT04,Lillianne,02/09/2019,15:26,16:26,,,,,,,,,,,,
VP05,Viktor,02/09/2019,15:26,16:26,,,,,,,,,,,,
VP06,Viktor,02/09/2019,15:26,16:26,,,,,,,,,,,,
AA07,Athena,02/09/2019,16:27,16:37,,,,,,,,,,,,
AA08,Athena,02/09/2019,16:27,16:37,,,,,,,,,,,,
LT05,Lillianne,02/09/2019,17:25,18:25,,,,,,,,,,,,
LT06,Lillianne,02/09/2019,17:25,18:25,,,,,,,,,,,,
DO07,Dammy,02/09/2019,16:27,16:37,,,,,,,,,,,,
DO08,Dammy,02/09/2019,16:27,16:37,,,,,,,,,,,,
VP07,Viktor,02/09/2019,17:25,18:25,,,,,,,,,,,,
VP08,Viktor,02/09/2019,17:25,18:25,,,,,,,,,,,,
VP09,Viktor,02/09/2019,17:25,18:25,,,,,,,,,,,,
VP10,Viktor,02/09/2019,17:25,18:25,,,,,,,,,,,,
LT07,Lillianne,02/09/2019,17:25,18:25,,,,,,,,,,,,
LT08,Lillianne,02/09/2019,17:25,18:25,,,,,,,,,,,,
VP11,Viktor,02/09/2019,17:25,18:25,,,,,,,,,,,,
VP12,Viktor,02/09/2019,17:25,18:25,,,,,,,,,,,,
VP13,Viktor,02/09/2019,17:25,18:25,,,,,,,,,,,,
LT09,Lillianne,02/09/2019,17:25,18:25,,,,,,,,,,,,
LT10,Lillianne,02/09/2019,17:25,18:25,,,,,,,,,,,,
AA01,Athena,03/09/2019,13:41,14:41,,,,,,,,,,,,
AA02,Athena,03/09/2019,13:41,14:41,,,,,,,,,,,,
DO01,Dammy,03/09/2019,13:29,13:41,,,,,,,,,,,,
DO02,Dammy,03/09/2019,13:29,13:41,,,,,,,,,,,,
SC01,Sharbat,03/09/2019,13:29,13:41,,,,,,,,,,,,
SC02,Sharbat,03/09/2019,13:29,13:41,,,,,,,,,,,,
VP01,Viktor,03/09/2019,13:29,13:41,,,,,,,,,,,,
VP02,Viktor,03/09/2019,13:29,13:41,,,,,,,,,,,,
AA03,Athena,03/09/2019,13:41,14:41,,,,,,,,,,,,
AA04,Athena,03/09/2019,13:41,14:41,,,,,,,,,,,,
LT01,Lillianne,03/09/2019,13:41,14:41,,,,,,,,,,,,
LT02,Lillianne,03/09/2019,13:41,14:41,,,,,,,,,,,,
DO03,Dammy,03/09/2019,13:29,13:41,,,,,,,,,,,,
DO04,Dammy,03/09/2019,13:29,13:41,,,,,,,,,,,,
SC03,Sharbat,03/09/2019,14:47,14:57,,,,,,,,,,,,
SC04,Sharbat,03/09/2019,14:47,14:57,,,,,,,,,,,,
VP03,Viktor,03/09/2019,14:47,14:57,,,,,,,,,,,,
VP04,Viktor,03/09/2019,14:47,14:57,,,,,,,,,,,,
AA05,Athena,03/09/2019,14:47,14:57,,,,,,,,,,,,
AA06,Athena,03/09/2019,14:47,14:57,,,,,,,,,,,,
DO05,Dammy,03/09/2019,14:47,14:57,,,,,,,,,,,,
DO06,Dammy,03/09/2019,14:47,14:57,,,,,,,,,,,,
SC05,Sharbat,03/09/2019,14:47,14:57,,,,,,,,,,,,
SC06,Sharbat,03/09/2019,14:47,14:57,,,,,,,,,,,,
LT03,Lillianne,03/09/2019,14:59,15:59,,,,,,,,,,,,
LT04,Lillianne,03/09/2019,14:59,15:59,,,,,,,,,,,,
VP05,Viktor,03/09/2019,14:59,15:59,,,,,,,,,,,,
VP06,Viktor,03/09/2019,14:59,15:59,,,,,,,,,,,,
AA07,Athena,03/09/2019,16:56,17:06,,,,,,,,,,,,
AA08,Athena,03/09/2019,16:56,17:06,,,,,,,,,,,,
LT05,Lillianne,03/09/2019,17:07,18:07,,,,,,,,,,,,
LT06,Lillianne,03/09/2019,17:07,18:07,,,,,,,,,,,,
DO07,Dammy,03/09/2019,16:56,17:06,,,,,,,,,,,,
DO08,Dammy,03/09/2019,16:56,17:06,,,,,,,,,,,,
VP07,Viktor,03/09/2019,17:07,18:07,,,,,,,,,,,,
VP08,Viktor,03/09/2019,17:07,18:07,,,,,,,,,,,,
VP09,Viktor,03/09/2019,17:07,18:07,,,,,,,,,,,,
VP10,Viktor,03/09/2019,17:07,18:07,,,,,,,,,,,,
LT07,Lillianne,03/09/2019,17:07,18:07,,,,,,,,,,,,
LT08,Lillianne,03/09/2019,17:07,18:07,,,,,,,,,,,,
VP11,Viktor,03/09/2019,17:07,18:07,,,,,,,,,,,,
VP12,Viktor,03/09/2019,17:07,18:07,,,,,,,,,,,,
VP13,Viktor,03/09/2019,17:07,18:07,,,,,,,,,,,,
LT09,Lillianne,03/09/2019,17:07,18:07,,,,,,,,,,,,
LT10,Lillianne,03/09/2019,17:07,18:07,,,,,,,,,,,,
AA01,Athena,04/09/2019,14:35,15:35,,,,,,,,,,,,
AA02,Athena,04/09/2019,14:35,15:35,,,,,,,,,,,,
DO01,Dammy,04/09/2019,14:25,14:35,,,,,,,,,,,,
DO02,Dammy,04/09/2019,14:25,14:35,,,,,,,,,,,,
SC01,Sharbat,04/09/2019,14:25,14:35,,,,,,,,,,,,
SC02,Sharbat,04/09/2019,14:25,14:35,,,,,,,,,,,,
VP01,Viktor,04/09/2019,14:25,14:35,,,,,,,,,,,,
VP02,Viktor,04/09/2019,14:25,14:35,,,,,,,,,,,,
AA03,Athena,04/09/2019,14:25,14:35,,,,,,,,,,,,
AA04,Athena,04/09/2019,14:25,14:35,,,,,,,,,,,,
LT01,Lillianne,04/09/2019,14:35,15:35,,,,,,,,,,,,
LT02,Lillianne,04/09/2019,14:35,15:35,,,,,,,,,,,,
DO03,Dammy,04/09/2019,14:25,14:35,,,,,,,,,,,,
DO04,Dammy,04/09/2019,14:25,14:35,,,,,,,,,,,,
SC03,Sharbat,04/09/2019,15:45,15:55,,,,,,,,,,,,
SC04,Sharbat,04/09/2019,15:45,15:55,,,,,,,,,,,,
VP03,Viktor,04/09/2019,15:45,15:55,,,,,,,,,,,,
VP04,Viktor,04/09/2019,15:45,15:55,,,,,,,,,,,,
AA05,Athena,04/09/2019,15:45,15:55,,,,,,,,,,,,
AA06,Athena,04/09/2019,15:45,15:55,,,,,,,,,,,,
DO05,Dammy,04/09/2019,15:45,15:55,,,,,,,,,,,,
DO06,Dammy,04/09/2019,15:45,15:55,,,,,,,,,,,,
SC05,Sharbat,04/09/2019,15:45,15:55,,,,,,,,,,,,
SC06,Sharbat,04/09/2019,15:45,15:55,,,,,,,,,,,,
LT03,Lillianne,04/09/2019,15:55,16:55,,,,,,,,,,,,
LT04,Lillianne,04/09/2019,15:55,16:55,,,,,,,,,,,,
VP05,Viktor,04/09/2019,15:55,16:55,,,,,,,,,,,,
VP06,Viktor,04/09/2019,15:55,16:55,,,,,,,,,,,,
AA07,Athena,04/09/2019,17:16,17:26,,,,,,,,,,,,
AA08,Athena,04/09/2019,17:16,17:26,,,,,,,,,,,,
LT05,Lillianne,04/09/2019,17:16,17:26,,,,,,,,,,,,
LT06,Lillianne,04/09/2019,17:16,17:26,,,,,,,,,,,,
DO07,Dammy,04/09/2019,17:16,18:16,,,,,,,,,,,,
DO08,Dammy,04/09/2019,17:16,18:16,,,,,,,,,,,,
VP07,Viktor,04/09/2019,17:16,18:16,,,,,,,,,,,,
VP08,Viktor,04/09/2019,17:16,18:16,,,,,,,,,,,,
VP09,Viktor,04/09/2019,17:16,18:16,,,,,,,,,,,,
VP10,Viktor,04/09/2019,17:16,18:16,,,,,,,,,,,,
LT07,Lillianne,04/09/2019,17:16,18:16,,,,,,,,,,,,
LT08,Lillianne,04/09/2019,17:16,18:16,,,,,,,,,,,,
VP11,Viktor,04/09/2019,17:16,18:16,,,,,,,,,,,,
VP12,Viktor,04/09/2019,17:16,18:16,,,,,,,,,,,,
VP13,Viktor,04/09/2019,17:16,18:16,,,,,,,,,,,,
LT09,Lillianne,04/09/2019,17:16,18:16,,,,,,,,,,,,
LT10,Lillianne,04/09/2019,17:16,18:16,,,,,,,,,,,,
AA01,Athena,05/09/2019,12:27,13:27,,,,,,,,,,,,
AA02,Athena,05/09/2019,12:27,13:27,,,,,,,,,,,,
DO01,Dammy,05/09/2019,12:07,12:17,,,,,,,,,,,,
DO02,Dammy,05/09/2019,12:07,12:17,,,,,,,,,,,,
SC01,Sharbat,05/09/2019,12:07,12:17,,,,,,,,,,,,
SC02,Sharbat,05/09/2019,12:07,12:17,,,,,,,,,,,,
VP01,Viktor,05/09/2019,12:07,12:17,,,,,,,,,,,,
VP02,Viktor,05/09/2019,12:07,12:17,,,,,,,,,,,,
AA03,Athena,05/09/2019,12:07,12:17,,,,,,,,,,,,
AA04,Athena,05/09/2019,12:07,12:17,,,,,,,,,,,,
LT01,Lillianne,05/09/2019,12:27,13:27,,,,,,,,,,,,
LT02,Lillianne,05/09/2019,12:27,13:27,,,,,,,,,,,,
DO03,Dammy,05/09/2019,12:07,12:17,,,,,,,,,,,,
DO04,Dammy,05/09/2019,12:07,12:17,,,,,,,,,,,,
SC03,Sharbat,05/09/2019,15:08,15:18,,,,,,,,,,,,
SC04,Sharbat,05/09/2019,15:08,15:18,,,,,,,,,,,,
VP03,Viktor,05/09/2019,15:08,15:18,,,,,,,,,,,,
VP04,Viktor,05/09/2019,15:08,15:18,,,,,,,,,,,,
AA05,Athena,05/09/2019,15:08,15:18,,,,,,,,,,,,
AA06,Athena,05/09/2019,15:08,15:18,,,,,,,,,,,,
DO05,Dammy,05/09/2019,15:08,15:18,,,,,,,,,,,,
DO06,Dammy,05/09/2019,15:08,15:18,,,,,,,,,,,,
SC05,Sharbat,05/09/2019,15:08,15:18,,,,,,,,,,,,
SC06,Sharbat,05/09/2019,15:08,15:18,,,,,,,,,,,,
LT03,Lillianne,05/09/2019,15:18,16:18,,,,,,,,,,,,
LT04,Lillianne,05/09/2019,15:18,16:18,,,,,,,,,,,,
VP05,Viktor,05/09/2019,15:18,16:18,,,,,,,,,,,,
VP06,Viktor,05/09/2019,15:18,16:18,,,,,,,,,,,,
AA07,Athena,05/09/2019,16:32,16:42,,,,,,,,,,,,
AA08,Athena,05/09/2019,16:32,16:42,,,,,,,,,,,,
LT05,Lillianne,05/09/2019,16:55,17:55,,,,,,,,,,,,
LT06,Lillianne,05/09/2019,16:55,17:55,,,,,,,,,,,,
DO07,Dammy,05/09/2019,16:32,16:42,,,,,,,,,,,,
DO08,Dammy,05/09/2019,16:32,16:42,,,,,,,,,,,,
VP07,Viktor,05/09/2019,16:55,17:55,,,,,,,,,,,,
VP08,Viktor,05/09/2019,16:55,17:55,,,,,,,,,,,,
VP09,Viktor,05/09/2019,16:55,17:55,,,,,,,,,,,,
VP10,Viktor,05/09/2019,16:55,17:55,,,,,,,,,,,,
LT07,Lillianne,05/09/2019,16:55,17:55,,,,,,,,,,,,
LT08,Lillianne,05/09/2019,16:55,17:55,,,,,,,,,,,,
VP11,Viktor,05/09/2019,16:55,17:55,,,,,,,,,,,,
VP12,Viktor,05/09/2019,16:55,17:55,,,,,,,,,,,,
VP13,Viktor,05/09/2019,16:55,17:55,,,,,,,,,,,,
LT09,Lillianne,05/09/2019,16:55,17:55,,,,,,,,,,,,
LT10,Lillianne,05/09/2019,16:55,17:55,,,,,,,,,,,,
AA01,Athena,06/09/2019,12:34,13:34,,,,,,,,,,,,
AA02,Athena,06/09/2019,12:34,13:34,,,,,,,,,,,,
DO01,Dammy,06/09/2019,11:58,12:08,,,,,,,,,,,,
DO02,Dammy,06/09/2019,11:58,12:08,,,,,,,,,,,,
SC01,Sharbat,06/09/2019,11:58,12:08,,,,,,,,,,,,
SC02,Sharbat,06/09/2019,11:58,12:08,,,,,,,,,,,,
VP01,Viktor,06/09/2019,11:58,12:08,,,,,,,,,,,,
VP02,Viktor,06/09/2019,11:58,12:08,,,,,,,,,,,,
AA03,Athena,06/09/2019,11:58,12:08,,,,,,,,,,,,
AA04,Athena,06/09/2019,11:58,12:08,,,,,,,,,,,,
LT01,Lillianne,06/09/2019,12:34,13:34,,,,,,,,,,,,
LT02,Lillianne,06/09/2019,12:34,13:34,,,,,,,,,,,,
DO03,Dammy,06/09/2019,11:58,12:08,,,,,,,,,,,,
DO04,Dammy,06/09/2019,11:58,12:08,,,,,,,,,,,,
SC03,Sharbat,06/09/2019,14:16,14:26,,,,,,,,,,,,
SC04,Sharbat,06/09/2019,14:16,14:26,,,,,,,,,,,,
VP03,Viktor,06/09/2019,14:16,14:26,,,,,,,,,,,,
VP04,Viktor,06/09/2019,14:16,14:26,,,,,,,,,,,,
AA05,Athena,06/09/2019,14:16,14:26,,,,,,,,,,,,
AA06,Athena,06/09/2019,14:16,14:26,,,,,,,,,,,,
DO05,Dammy,06/09/2019,14:16,14:26,,,,,,,,,,,,
DO06,Dammy,06/09/2019,14:16,14:26,,,,,,,,,,,,
SC05,Sharbat,06/09/2019,14:16,14:26,,,,,,,,,,,,
SC06,Sharbat,06/09/2019,14:16,14:26,,,,,,,,,,,,
LT03,Lillianne,06/09/2019,14:27,15:27,,,,,,,,,,,,
LT04,Lillianne,06/09/2019,14:27,15:27,,,,,,,,,,,,
VP05,Viktor,06/09/2019,14:27,15:27,,,,,,,,,,,,
VP06,Viktor,06/09/2019,14:27,15:27,,,,,,,,,,,,
AA07,Athena,06/09/2019,15:29,15:39,,,,,,,,,,,,
AA08,Athena,06/09/2019,15:29,15:39,,,,,,,,,,,,
LT05,Lillianne,06/09/2019,15:29,16:29,,,,,,,,,,,,
LT06,Lillianne,06/09/2019,15:29,16:29,,,,,,,,,,,,
DO07,Dammy,06/09/2019,15:39,15:49,,,,,,,,,,,,
DO08,Dammy,06/09/2019,15:39,15:49,,,,,,,,,,,,
VP07,Viktor,06/09/2019,15:57,16:57,,,,,,,,,,,,
VP08,Viktor,06/09/2019,15:57,16:57,,,,,,,,,,,,
VP09,Viktor,06/09/2019,15:57,16:57,,,,,,,,,,,,
VP10,Viktor,06/09/2019,15:57,16:57,,,,,,,,,,,,
LT07,Lillianne,06/09/2019,15:57,16:57,,,,,,,,,,,,
LT08,Lillianne,06/09/2019,15:57,16:57,,,,,,,,,,,,
VP11,Viktor,06/09/2019,15:57,16:57,,,,,,,,,,,,
VP12,Viktor,06/09/2019,15:57,16:57,,,,,,,,,,,,
VP13,Viktor,06/09/2019,15:57,16:57,,,,,,,,,,,,
LT09,Lillianne,06/09/2019,15:57,16:57,,,,,,,,,,,,
LT10,Lillianne,06/09/2019,15:57,16:57,,,,,,,,,,,,
AA01,Athena,07/09/2019,10:39,11:39,,,,,,,,,,,,
AA02,Athena,07/09/2019,10:39,11:39,,,,,,,,,,,,
DO01,Dammy,07/09/2019,10:52,11:22,,,,,,,,,,,,
DO02,Dammy,07/09/2019,10:52,11:22,,,,,,,,,,,,
SC01,Sharbat,07/09/2019,10:52,11:22,,,,,,,,,,,,
SC02,Sharbat,07/09/2019,10:52,11:22,,,,,,,,,,,,
VP01,Viktor,07/09/2019,10:52,11:22,,,,,,,,,,,,
VP02,Viktor,07/09/2019,10:52,11:22,,,,,,,,,,,,
AA03,Athena,07/09/2019,10:52,11:22,,,,,,,,,,,,
AA04,Athena,07/09/2019,10:52,11:22,,,,,,,,,,,,
LT01,Lillianne,07/09/2019,10:39,11:39,,,,,,,,,,,,
LT02,Lillianne,07/09/2019,10:39,11:39,,,,,,,,,,,,
DO03,Dammy,07/09/2019,10:52,11:22,,,,,,,,,,,,
DO04,Dammy,07/09/2019,10:52,11:22,,,,,,,,,,,,
SC03,Sharbat,07/09/2019,10:52,11:22,,,,,,,,,,,,
SC04,Sharbat,07/09/2019,10:52,11:22,,,,,,,,,,,,
VP03,Viktor,07/09/2019,10:52,11:22,,,,,,,,,,,,
VP04,Viktor,07/09/2019,10:52,11:22,,,,,,,,,,,,
AA05,Athena,07/09/2019,10:52,11:22,,,,,,,,,,,,
AA06,Athena,07/09/2019,10:52,11:22,,,,,,,,,,,,
DO05,Dammy,07/09/2019,10:52,11:22,,,,,,,,,,,,
DO06,Dammy,07/09/2019,10:52,11:22,,,,,,,,,,,,
SC05,Sharbat,07/09/2019,10:52,11:22,,,,,,,,,,,,
SC06,Sharbat,07/09/2019,10:52,11:22,,,,,,,,,,,,
LT03,Lillianne,07/09/2019,10:39,11:39,,,,,,,,,,,,
LT04,Lillianne,07/09/2019,10:39,11:39,,,,,,,,,,,,
VP05,Viktor,07/09/2019,10:39,11:39,,,,,,,,,,,,
VP06,Viktor,07/09/2019,10:39,11:39,,,,,,,,,,,,
AA07,Athena,07/09/2019,10:52,11:22,,,,,,,,,,,,
AA08,Athena,07/09/2019,10:52,11:22,,,,,,,,,,,,
LT05,Lillianne,07/09/2019,10:39,11:39,,,,,,,,,,,,
LT06,Lillianne,07/09/2019,10:39,11:39,,,,,,,,,,,,
DO07,Dammy,07/09/2019,10:52,11:22,,,,,,,,,,,,
DO08,Dammy,07/09/2019,10:52,11:22,,,,,,,,,,,,
VP07,Viktor,07/09/2019,10:39,11:39,,,,,,,,,,,,
VP08,Viktor,07/09/2019,10:39,11:39,,,,,,,,,,,,
VP09,Viktor,07/09/2019,10:39,11:39,,,,,,,,,,,,
VP10,Viktor,07/09/2019,10:39,11:39,,,,,,,,,,,,
LT07,Lillianne,07/09/2019,10:39,11:39,,,,,,,,,,,,
LT08,Lillianne,07/09/2019,10:39,11:39,,,,,,,,,,,,
VP11,Viktor,07/09/2019,10:39,11:39,,,,,,,,,,,,
VP12,Viktor,07/09/2019,10:39,11:39,,,,,,,,,,,,
VP13,Viktor,07/09/2019,10:39,11:39,,,,,,,,,,,,
LT09,Lillianne,07/09/2019,10:39,11:39,,,,,,,,,,,,
LT10,Lillianne,07/09/2019,10:39,11:39,,,,,,,,,,,,
AA01,Athena,08/09/2019,12:48,13:48,,,,,,,,,,,,
AA02,Athena,08/09/2019,12:48,13:48,,,,,,,,,,,,
DO01,Dammy,08/09/2019,13:05,13:35,,,,,,,,,,,,
DO02,Dammy,08/09/2019,13:05,13:35,,,,,,,,,,,,
SC01,Sharbat,08/09/2019,13:05,13:35,,,,,,,,,,,,
SC02,Sharbat,08/09/2019,13:05,13:35,,,,,,,,,,,,
VP01,Viktor,08/09/2019,13:05,13:35,,,,,,,,,,,,
VP02,Viktor,08/09/2019,13:05,13:35,,,,,,,,,,,,
AA03,Athena,08/09/2019,13:05,13:35,,,,,,,,,,,,
AA04,Athena,08/09/2019,13:05,13:35,,,,,,,,,,,,
LT01,Lillianne,08/09/2019,12:48,13:48,,,,,,,,,,,,
LT02,Lillianne,08/09/2019,12:48,13:48,,,,,,,,,,,,
DO03,Dammy,08/09/2019,13:05,13:35,,,,,,,,,,,,
DO04,Dammy,08/09/2019,13:05,13:35,,,,,,,,,,,,
SC03,Sharbat,08/09/2019,13:05,13:35,,,,,,,,,,,,
SC04,Sharbat,08/09/2019,13:05,13:35,,,,,,,,,,,,
VP03,Viktor,08/09/2019,13:05,13:35,,,,,,,,,,,,
VP04,Viktor,08/09/2019,13:05,13:35,,,,,,,,,,,,
AA05,Athena,08/09/2019,13:05,13:35,,,,,,,,,,,,
AA06,Athena,08/09/2019,13:05,13:35,,,,,,,,,,,,
DO05,Dammy,08/09/2019,13:05,13:35,,,,,,,,,,,,
DO06,Dammy,08/09/2019,13:05,13:35,,,,,,,,,,,,
SC05,Sharbat,08/09/2019,13:05,13:35,,,,,,,,,,,,
SC06,Sharbat,08/09/2019,13:05,13:35,,,,,,,,,,,,
LT03,Lillianne,08/09/2019,12:48,13:48,,,,,,,,,,,,
LT04,Lillianne,08/09/2019,12:48,13:48,,,,,,,,,,,,
VP05,Viktor,08/09/2019,12:48,13:48,,,,,,,,,,,,
VP06,Viktor,08/09/2019,12:48,13:48,,,,,,,,,,,,
AA07,Athena,08/09/2019,13:05,13:35,,,,,,,,,,,,
AA08,Athena,08/09/2019,13:05,13:35,,,,,,,,,,,,
LT05,Lillianne,08/09/2019,12:48,13:48,,,,,,,,,,,,
LT06,Lillianne,08/09/2019,12:48,13:48,,,,,,,,,,,,
DO07,Dammy,08/09/2019,13:05,13:35,,,,,,,,,,,,
DO08,Dammy,08/09/2019,13:05,13:35,,,,,,,,,,,,
VP07,Viktor,08/09/2019,12:48,13:48,,,,,,,,,,,,
VP08,Viktor,08/09/2019,12:48,13:48,,,,,,,,,,,,
VP09,Viktor,08/09/2019,12:48,13:48,,,,,,,,,,,,
VP10,Viktor,08/09/2019,12:48,13:48,,,,,,,,,,,,
LT07,Lillianne,08/09/2019,12:48,13:48,,,,,,,,,,,,
LT08,Lillianne,08/09/2019,12:48,13:48,,,,,,,,,,,,
VP11,Viktor,08/09/2019,12:48,13:48,,,,,,,,,,,,
VP12,Viktor,08/09/2019,12:48,13:48,,,,,,,,,,,,
VP13,Viktor,08/09/2019,12:48,13:48,,,,,,,,,,,,
LT09,Lillianne,08/09/2019,12:48,13:48,,,,,,,,,,,,
LT10,Lillianne,08/09/2019,12:48,13:48,,,,,,,,,,,,
AA01,Athena,09/09/2019,14:29,15:29,,,,,,,,,,,,
AA02,Athena,09/09/2019,14:29,15:29,,,,,,,,,,,,
DO01,Dammy,09/09/2019,14:29,14:39,,,,,,,,,,,,
DO02,Dammy,09/09/2019,14:29,14:39,,,,,,,,,,,,
SC01,Sharbat,09/09/2019,14:29,15:29,,,,,,,,,,,,
SC02,Sharbat,09/09/2019,14:29,15:29,,,,,,,,,,,,
VP01,Viktor,09/09/2019,14:29,14:39,,,,,,,,,,,,
VP02,Viktor,09/09/2019,14:29,14:39,,,,,,,,,,,,
AA03,Athena,09/09/2019,14:29,14:39,,,,,,,,,,,,
AA04,Athena,09/09/2019,14:29,14:39,,,,,,,,,,,,
LT01,Lillianne,09/09/2019,14:29,15:29,,,,,,,,,,,,
